編號,詞語,語源,義項,詞類,等級,標籤,TL,POJ,方言差,近義詞,反義詞,相關詞,附註,動詞變化,翻譯,,分類
9573,楦,,13160,名,,,模子。用來製作鞋子的木頭模型。,,,,,,,hùn,hùn,https://sutian.moe.edu.tw/zh-hant/su/9573/#13160,傷疾病痛|衣帽鞋襪
9573,楦,,13161,動,,,撐大、擴大。,,,,,,,hùn,hùn,https://sutian.moe.edu.tw/zh-hant/su/9573/#13161,傷疾病痛|衣帽鞋襪
9573,楦,,13162,動,,,膿瘡等化膿、腫脹。,,,,,,,hùn,hùn,https://sutian.moe.edu.tw/zh-hant/su/9573/#13162,傷疾病痛|衣帽鞋襪
9573,楦,,13163,動,,,向外擴張，例如邊界。,,,,,,,hùn,hùn,https://sutian.moe.edu.tw/zh-hant/su/9573/#13163,傷疾病痛|衣帽鞋襪
9574,業,,13164,名,,,社會上的各種工作職務。,,,2605#3634|7897#10957|12550#17093,,,,gia̍p,gia̍p,https://sutian.moe.edu.tw/zh-hant/su/9574/#13164,相關用語|個性風格|事、物泛稱
9574,業,,13165,名,,,事情、事務。,,,,,,,gia̍p,gia̍p,https://sutian.moe.edu.tw/zh-hant/su/9574/#13165,相關用語|個性風格|事、物泛稱
9574,業,,13166,形,,,形容人很勞碌。,,,,,,,gia̍p,gia̍p,https://sutian.moe.edu.tw/zh-hant/su/9574/#13166,相關用語|個性風格|事、物泛稱
9575,椰子,,13167,名,,,瓜果類。種植七至十年後開花，開花後十二個月結果，果實亦稱為「椰子」。果核內分為二層，外層為白色椰肉，可製成椰子油或椰子粉，內中心空腔為椰子汁，為天然的清涼飲料。,,V252,,,,,iâ-tsí,iâ-chí,https://sutian.moe.edu.tw/zh-hant/su/9575/#13167,蔬果作物|食物、飲料、煙酒
9576,暗中,,13168,副,,,私下、背地裡。,,,,,,,àm-tiong,àm-tiong,https://sutian.moe.edu.tw/zh-hant/su/9576/#13168,副詞
9577,楔手縫,,13169,熟,,,塞手縫。指東西很少，不能讓人滿足。,,,,,,,seh-tshiú-phāng,seh-chhiú-phāng,https://sutian.moe.edu.tw/zh-hant/su/9577/#13169,心理狀態
9578,會仔,,13170,名,,,合會、互助會。民間的儲蓄互助會，已行之有年，原本於法無據，政府在民國八十八年四月二十一日公布民法債編增訂條文，將它納入管理。,,,9566#13149,,,,huē-á/hē-á,hōe-á/hē-á,https://sutian.moe.edu.tw/zh-hant/su/9578/#13170,財務單位、活動|法律
9579,楓仔,,13171,名,,,楓樹。木本植物。葉子互生，邊緣為細鋸齒狀。每到秋末，樹葉就會變黃、變紅。木材可當建築和製家具的材料。,,,9568#13154|9582#13174,,,,png-á,png-á,https://sutian.moe.edu.tw/zh-hant/su/9579/#13171,花草樹木|建築物、結構
9580,楠仔,,13172,名,,,木本植物。一般泛指樟科樹木，只有少數樟樹除外。表面光滑，材質堅密，是普遍用材，可以用來造船。大多產於臺灣、四川、雲南等地。,,,9572#13159,,,,lâm-á,lâm-á,https://sutian.moe.edu.tw/zh-hant/su/9580/#13172,花草樹木
9581,楬仔,,13173,名,,,茅屋上為了安定茅草而加架的竹條。壓條。用來固定的細木條。,,V467,,,,,at-á,at-á,https://sutian.moe.edu.tw/zh-hant/su/9581/#13173,建築物、結構
9582,楓仔樹,,13174,名,,,楓樹。木本植物。葉子是單葉、互生，邊緣為細鋸齒狀。每到秋末，樹葉就會變黃、變紅。木材可當建築和製家具的材料。,,,9568#13154|9579#13171,,,,png-á-tshiū,png-á-chhiū,https://sutian.moe.edu.tw/zh-hant/su/9582/#13174,花草樹木|建築物、結構
9583,暗示,,13175,動,,,用間接、含蓄的方法來表達意思。,,,14515#19588,,,,àm-sī,àm-sī,https://sutian.moe.edu.tw/zh-hant/su/9583/#13175,一般動詞-行為動詞
9584,會用得,,13176,副,,,可以、可行。人、東西可以使用或指事情行得通。語氣完結時唸作ē-īng--tit。,可以、可行。人、東西可以使用或指事情行得通。語氣完結時唸作ē-ēng--tit。,V767,9591#13185|9592#13186|9602#13197|14550#19631,6636#9231|6644#9240|14240#19249,,,ē-īng-tit,ē-ēng-tit,https://sutian.moe.edu.tw/zh-hant/su/9584/#13176,一般動詞-靜態動詞
9585,暗光鳥,,13177,名,,,夜鷺。禽鳥類。嘴黑，上嘴嚙喙先端有缺刻，頸肥短，有白色飾羽，胸腹白，背覆羽有同色三角斑，腳暗黃，跗蹠被網目狀鱗。,,,,,,,àm-kong-tsiáu,àm-kong-chiáu,https://sutian.moe.edu.tw/zh-hant/su/9585/#13177,禽類|個性風格
9585,暗光鳥,,13178,名,,,貓頭鷹。禽鳥類。頭部有角狀的羽毛，眼睛大，白天潛伏，夜晚才出來覓食，以麻雀、老鼠等動物為食，常在夜裡發出淒厲的叫聲，迷信的人認為是不吉利的一種鳥。,,V386,11943#16281|19381,,,,àm-kong-tsiáu,àm-kong-chiáu,https://sutian.moe.edu.tw/zh-hant/su/9585/#13178,禽類|個性風格
9585,暗光鳥,,13179,名,,,夜貓子。用來稱呼習慣在夜間工作或活動的人。,,,,,,,àm-kong-tsiáu,àm-kong-chiáu,https://sutian.moe.edu.tw/zh-hant/su/9585/#13179,禽類|個性風格
9586,會合,,13180,動,,,照約定好的時間及地點彼此聚會、集合。,,,9227#12698|9235#12707|19291#23335,735#991|1552#2146|10031#13774,,,huē-ha̍p,hōe-ha̍p,https://sutian.moe.edu.tw/zh-hant/su/9586/#13180,
9587,會同,,13181,動,,,會合協同。,,,,,,,huē-tông,hōe-tông,https://sutian.moe.edu.tw/zh-hant/su/9587/#13181,
9588,暗色,,13182,名,,,較濃或深沉的顏色。,,,,28156#22414,,,àm-sik,àm-sek,https://sutian.moe.edu.tw/zh-hant/su/9588/#13182,顏色、氣味
9589,暗行,,13183,名,,,陰謀、暗計。,,,,,,,àm-hīng,àm-hēng,https://sutian.moe.edu.tw/zh-hant/su/9589/#13183,心理活動
9590,暗步,,13184,名,,,詭計、密招。不光明的手段或方法。,,,6966#9677,,,,àm-pōo,àm-pō͘,https://sutian.moe.edu.tw/zh-hant/su/9590/#13184,心理活動
9591,會使,,13185,副,,,可以、能夠。,,V767,2525#3514|7182#9967|9584#13176|9592#13186|9602#13197|9605#13201|9606#13202|9616#13212,6643#9239|6644#9240,,,ē-sái,ē-sái,https://sutian.moe.edu.tw/zh-hant/su/9591/#13185,副詞
9592,會使得,,13186,副,,,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。,可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。,,2525#3514|9584#13176|9591#13185|9602#13197|9605#13201|9606#13202|9616#13212,6636#9231|6644#9240|14240#19249,,,ē-sái-tit,ē-sái-tit,https://sutian.moe.edu.tw/zh-hant/su/9592/#13186,副詞
9593,會社,JPN188,13187,名,,,對公司的稱呼。,,,,,,,huē-siā,hōe-siā,https://sutian.moe.edu.tw/zh-hant/su/9593/#13187,商業
9594,楔空,,13188,動,,,行賄。用財物賄賂別人。,,,9595#13189,,,,seh-khang,seh-khang,https://sutian.moe.edu.tw/zh-hant/su/9594/#13188,財務單位、活動
9595,楔後手,,13189,動,,,賄賂。以財物買通別人。,,,6254#8742|9594#13188,,,,seh-āu-tshiú,seh-āu-chhiú,https://sutian.moe.edu.tw/zh-hant/su/9595/#13189,財務單位、活動
9596,會計,,13190,動,,,管理財務帳目和出納事宜。,,,,,,,kuè-kè,kòe-kè,https://sutian.moe.edu.tw/zh-hant/su/9596/#13190,服務業及其他|財務單位、活動
9596,會計,,13191,名,,,管理財務帳目和出納職務的人員。,,,,,,,kuè-kè,kòe-kè,https://sutian.moe.edu.tw/zh-hant/su/9596/#13191,服務業及其他|財務單位、活動
9597,暗崁,,13192,動,,,將好東西或好處私藏起來，不讓別人知道。,,,28432#23139,,,,àm-khàm,àm-khàm,https://sutian.moe.edu.tw/zh-hant/su/9597/#13192,一般動詞-行為動詞
9598,暗時,,13193,名,,,夜晚、晚上。,,V212,9620#13216|10550#14474,9766#13396,,,àm-sî,àm-sî,https://sutian.moe.edu.tw/zh-hant/su/9598/#13193,時間節令
9599,楊桃,,13194,名,,,楊桃。瓜果類。為漿果，於七月至十二月成熟，呈黃色或黃綠色，多汁，味道甘酸，氣味芳香，可供食用及藥用。,,V303,,,,,iûnn-tô,iûⁿ-tô,https://sutian.moe.edu.tw/zh-hant/su/9599/#13194,蔬果作物|醫療保健|食物、飲料、煙酒
9600,暗班,,13195,名,,,晚班。於夜晚工作的班次，多指深夜工作。,,,3800#5302|18411|18419,,,,àm-pan,àm-pan,https://sutian.moe.edu.tw/zh-hant/su/9600/#13195,相關用語
9601,暗眠摸,,13196,形,,,黑漆漆、一片漆黑。形容很黑很暗，什麼都看不到。,,,9621#13217|9622#13219|19292|27376#21972,27521#22075|27524#22074,,,àm-bîn-bong,àm-bîn-bong,https://sutian.moe.edu.tw/zh-hant/su/9601/#13196,性質、程度
9602,會做得,,13197,動,,,可以、可行。可以做、行得通。語氣完結時唸作ē-tsò--tit。,可以、可行。可以做、行得通。語氣完結時唸作ē-chò--tit。,,9584#13176|9591#13185|9592#13186,6636#9231|6644#9240|14240#19249,,,ē-tsò-tit/ē-tsuè-tit,ē-chò-tit/ē-chòe-tit,https://sutian.moe.edu.tw/zh-hant/su/9602/#13197,一般動詞-靜態動詞
9603,業務,,13198,名,,,統稱職業上的事務。,,,,,,,gia̍p-bū,gia̍p-bū,https://sutian.moe.edu.tw/zh-hant/su/9603/#13198,商業
9603,業務,,13199,名,,,在公司裡專指銷售方面的事務。,,,,,,,gia̍p-bū,gia̍p-bū,https://sutian.moe.edu.tw/zh-hant/su/9603/#13199,商業
9604,業務員,,13200,名,,,在公司裡負責銷售事務的人員。,,,,,,,gia̍p-bū-uân,gia̍p-bū-oân,https://sutian.moe.edu.tw/zh-hant/su/9604/#13200,商業
9605,會得,,13201,副,,,能夠、可以。,,,9591#13185|9592#13186,6643#9239|6644#9240|6656#9256|13711#18576,,,ē-tit,ē-tit,https://sutian.moe.edu.tw/zh-hant/su/9605/#13201,副詞
9606,會得通,,13202,副,,,可以、得以、能夠。,,,9591#13185|9592#13186|14550#19631|19290,6643#9239|6644#9240|6653#9251|6656#9256,,,ē-tit-thang,ē-tit-thang,https://sutian.moe.edu.tw/zh-hant/su/9606/#13202,副詞
9607,暗殺,,13203,動,,,趁人不備之時將其殺害。,,,,,,,àm-sat,àm-sat,https://sutian.moe.edu.tw/zh-hant/su/9607/#13203,一般動詞-行為動詞
9608,暗淡,,13204,形,,,不鮮豔、不明亮。,,,,2066#2858,,,àm-tām,àm-tām,https://sutian.moe.edu.tw/zh-hant/su/9608/#13204,顏色、氣味
9609,暗訪,,13205,動,,,私下查訪。,,,,,,,àm-hóng,àm-hóng,https://sutian.moe.edu.tw/zh-hant/su/9609/#13205,一般動詞-行為動詞
9610,暗袋仔,,13206,名,,,暗袋、內側袋。藏在衣服或皮包內側的口袋，用來放貴重物品。,,,,,,,àm-tē-á,àm-tē-á,https://sutian.moe.edu.tw/zh-hant/su/9610/#13206,衣帽鞋襪
9611,會場,,13207,名,,,集會的場所。,,,,,,,huē-tiûnn,hōe-tiûⁿ,https://sutian.moe.edu.tw/zh-hant/su/9611/#13207,建築物、結構
9612,會堪得,,13208,動,,,受得了、耐得住。承受得住，能夠忍受。語氣完結時唸作ē-kham--tit。,,,5371#7520,,,,ē-kham-tit,ē-kham-tit,https://sutian.moe.edu.tw/zh-hant/su/9612/#13208,
9613,暗間仔,,13209,名,,,妓院。,,V882,5103#7148|7166#9940|9074#12472|10105#13872,,,,àm-king-á,àm-keng-á,https://sutian.moe.edu.tw/zh-hant/su/9613/#13209,服務業及其他
9614,暗飯,,13210,名,,,晚餐、晚飯。,,,,,,,àm-pn̄g,àm-pn̄g,https://sutian.moe.edu.tw/zh-hant/su/9614/#13210,食物、飲料、煙酒
9615,業債,,13211,名,,,罪業、孽債。,,,,,,,gia̍p-tsè,gia̍p-chè,https://sutian.moe.edu.tw/zh-hant/su/9615/#13211,相關器具、活動
9616,會當,,13212,副,,,可以。能夠、做得到。,,V767,7182#9967|9591#13185|9592#13186|14550#19631,6643#9239|6644#9240|6656#9256,,,ē-tàng,ē-tàng,https://sutian.moe.edu.tw/zh-hant/su/9616/#13212,副詞
9617,暗號,,13213,名,,,祕密的口令或記號。,,,14412#19467,,,,àm-hō,àm-hō,https://sutian.moe.edu.tw/zh-hant/su/9617/#13213,語言、文字、符號
9618,暗路,,13214,名,,,夜間無燈光的道路。引申為不光明、不道德的人生道路。,,,1112#1517,,,,àm-lōo,àm-lō͘,https://sutian.moe.edu.tw/zh-hant/su/9618/#13214,道路、橋梁
9619,暗頓,,13215,名,,,晚餐、晚飯。,,,,,,,àm-tǹg,àm-tǹg,https://sutian.moe.edu.tw/zh-hant/su/9619/#13215,食物、飲料、煙酒
9620,暗暝,,13216,名,,,夜晚。,,,9598#13193|10550#14474,,,,àm-mê/àm-mî,àm-mê/àm-mî,https://sutian.moe.edu.tw/zh-hant/su/9620/#13216,時間節令
9621,暗漠漠,,13217,形,,,黑漆漆。形容非常黑暗的樣子，完全看不見。,,,9601#13196|9622#13219|19292|27376#21972,27521#22075|27524#22074,,,àm-bo̍k-bo̍k,àm-bo̍k-bo̍k,https://sutian.moe.edu.tw/zh-hant/su/9621/#13217,
9621,暗漠漠,,13218,形,,,黑幕重重。別指外人不知之內情。,,,,,,,àm-bo̍k-bo̍k,àm-bo̍k-bo̍k,https://sutian.moe.edu.tw/zh-hant/su/9621/#13218,
9622,暗趖趖,,13219,形,,,黑漆漆。形容漆黑一片。,,,9601#13196|9621#13217|19292|19723|27376#21972,27521#22075|27524#22074,,,àm-sô-sô,àm-sô-sô,https://sutian.moe.edu.tw/zh-hant/su/9622/#13219,居住環境
9623,暗毿,,13220,形,,,通常形容地方陰森森的。,,,,,,,àm-sàm,àm-sàm,https://sutian.moe.edu.tw/zh-hant/su/9623/#13220,居住環境
9624,暗毿病,,13221,名,,,隱疾。難以啟齒的病。,,,27585#22113,,,,àm-sàm-pēnn/àm-sàm-pīnn,àm-sàm-pēⁿ/àm-sàm-pīⁿ,https://sutian.moe.edu.tw/zh-hant/su/9624/#13221,傷疾病痛
9625,暗學仔,,13222,名,,,夜校。,,,,,,,àm-o̍h-á,àm-o̍h-á,https://sutian.moe.edu.tw/zh-hant/su/9625/#13222,教育、學術
9626,會曉,,13223,動,,,知道、懂得。有能力去做某件事。,,V765,4210#5931|4408#6204|5993#8378,6660#9260,,,ē-hiáu,ē-hiáu,https://sutian.moe.edu.tw/zh-hant/su/9626/#13223,才智能力|一般動詞-行為動詞
9627,會頭,,13224,名,,,會首。現多指民間儲蓄互助會的發起人。,,,,14382#19429,,,huē-thâu/hē-thâu,hōe-thâu/hē-thâu,https://sutian.moe.edu.tw/zh-hant/su/9627/#13224,泛稱|財務單位、活動
9628,會館,,13225,名,,,同鄉或同業的人在各城市設立的連絡機構，主要以館址的房舍供同鄉、同業聚會或寄寓。,,,,,,,huē-kuán,hōe-koán,https://sutian.moe.edu.tw/zh-hant/su/9628/#13225,組織團體|建築物、結構
9629,暗頭仔,,13226,名,,,傍晚、天剛黑的時候。,,V212,7500#10414,,,,àm-thâu-á,àm-thâu-á,https://sutian.moe.edu.tw/zh-hant/su/9629/#13226,時間節令
9630,楔縫,,13227,動,,,用布片等把小隙縫給塞起來。,,,,,,,seh-phāng,seh-phāng,https://sutian.moe.edu.tw/zh-hant/su/9630/#13227,一般動詞-行為動詞
9631,會議,,13228,名,,,為商議事情而依一定議程進行的聚會。,,,,,,,huē-gī,hōe-gī,https://sutian.moe.edu.tw/zh-hant/su/9631/#13228,組織團體|相關用語|政治
9632,歁,,13229,形,,,呆傻、愚笨而有些莽撞。,,,,,,,khám,khám,https://sutian.moe.edu.tw/zh-hant/su/9632/#13229,才智能力
9633,歇,,13230,動,,,休息、停止。,,V783,2071#2865|6984#9699|9664#13270,,,,hioh,hioh,https://sutian.moe.edu.tw/zh-hant/su/9633/#13230,一般動詞-行為動詞
9634,歲,,13231,量,,,計算年齡的單位。,,,,,,,huè/hè,hòe/hè,https://sutian.moe.edu.tw/zh-hant/su/9634/#13231,生養老死|數詞、量詞
9634,歲,,13232,名,,,年紀。,,,,,,,huè/hè,hòe/hè,https://sutian.moe.edu.tw/zh-hant/su/9634/#13232,生養老死|數詞、量詞
9635,歲,,13233,名,,,年。,,,,,,,suè,sòe,https://sutian.moe.edu.tw/zh-hant/su/9635/#13233,時間節令|生養老死|神明、鬼怪、教派|數詞、量詞
9635,歲,,13234,量,,,計算年齡的單位。,,,,,,,suè,sòe,https://sutian.moe.edu.tw/zh-hant/su/9635/#13234,時間節令|生養老死|神明、鬼怪、教派|數詞、量詞
9635,歲,,13235,名,,,神明的稱呼。,,,,,,,suè,sòe,https://sutian.moe.edu.tw/zh-hant/su/9635/#13235,時間節令|生養老死|神明、鬼怪、教派|數詞、量詞
9636,毀,,13236,動,,,破壞、毀滅。,,,,,,,huí,húi,https://sutian.moe.edu.tw/zh-hant/su/9636/#13236,
9637,準,,13237,形,,,正確、準確。,,,1655#2302,,,,tsún,chún,https://sutian.moe.edu.tw/zh-hant/su/9637/#13237,性質、程度
9637,準,,13238,動,,,當做、做為。,,,,,,,tsún,chún,https://sutian.moe.edu.tw/zh-hant/su/9637/#13238,性質、程度
9638,溜,,13239,動,,,滑、溜。,,,,,,,liu,liu,https://sutian.moe.edu.tw/zh-hant/su/9638/#13239,
9638,溜,,13240,動,,,溜走、逃走。,,,,,,,liu,liu,https://sutian.moe.edu.tw/zh-hant/su/9638/#13240,
9638,溜,,13241,動,,,脫落。,,,,,,,liu,liu,https://sutian.moe.edu.tw/zh-hant/su/9638/#13241,
9639,溝,,13242,名,,,人工挖掘的水路。,,,,,,,kau,kau,https://sutian.moe.edu.tw/zh-hant/su/9639/#13242,地理|道路、橋梁
9639,溝,,13243,名,,,溪河的小支流。,,,,,,,kau,kau,https://sutian.moe.edu.tw/zh-hant/su/9639/#13243,地理|道路、橋梁
9640,溡,,13244,形,,,潮溼的、溼潤的，形容返潮的樣子。,,,,,,,tshî,chhî,https://sutian.moe.edu.tw/zh-hant/su/9640/#13244,氣候溫度|居住環境
9641,溢,,13245,動,,,液體漫出外流。,,,,,,,ik,ek,https://sutian.moe.edu.tw/zh-hant/su/9641/#13245,一般動詞-活動動詞
9641,溢,,13246,動,,,翻騰。,,,,,,,ik,ek,https://sutian.moe.edu.tw/zh-hant/su/9641/#13246,一般動詞-活動動詞
9642,溪,,13247,名,,,河川。,,,9647#13252,,,,khe/khue,khe/khoe,https://sutian.moe.edu.tw/zh-hant/su/9642/#13247,地理|自然現象
9643,歇工,,13248,動,,,停工。,,,26376,,,,hioh-kang,hioh-kang,https://sutian.moe.edu.tw/zh-hant/su/9643/#13248,相關用語
9644,概尺,,13249,名,,,斗量五穀時，用來刮平高出斗面的麵粉、豆子、米的圓形木棒。,,,1098#1499,,,,kài-tshioh,kài-chhioh,https://sutian.moe.edu.tw/zh-hant/su/9644/#13249,生產工具
9645,楹仔,,13250,名,,,橫梁。建築中橫向支撐的構造。,,V464,,,,,ênn-á,êⁿ-á,https://sutian.moe.edu.tw/zh-hant/su/9645/#13250,建築物、結構
9646,溝仔,,13251,名,,,水溝。疏通流水的溝道。,,,1100#1501|6594#9185|17963,,,,kau-á,kau-á,https://sutian.moe.edu.tw/zh-hant/su/9646/#13251,道路、橋梁
9647,溪仔,,13252,名,,,溪、小溪。,,,9642#13247,,,,khe-á/khue-á,khe-á/khoe-á,https://sutian.moe.edu.tw/zh-hant/su/9647/#13252,地理|自然現象
9648,溪仔墘,,13253,名,,,河岸、溪畔。溪河的岸邊。,,,19299,,,,khe-á-kînn/khue-á-kînn,khe-á-kîⁿ/khoe-á-kîⁿ,https://sutian.moe.edu.tw/zh-hant/su/9648/#13253,地理|自然現象
9649,歇冬,,13254,動,,,放寒假。,,,9663#13269|18445,9675#13282,,,hioh-tang,hioh-tang,https://sutian.moe.edu.tw/zh-hant/su/9649/#13254,教育、學術
9650,溢奶,,13255,動,,,漾奶。嬰兒由於發育未成熟，胃和食道間不能完全阻隔，所以胃裡的奶水易反流而從嘴溢出。,,,18160,,,,ik-ling/ik-ni,ek-leng/ek-ni,https://sutian.moe.edu.tw/zh-hant/su/9650/#13255,一般動詞-行為動詞
9651,溢刺酸,,13256,動,,,指人體中胃酸逆流的現象。,,,13794#18673|18306|29227#22915,,,,ik-tshiah-sng,ek-chhiah-sng,https://sutian.moe.edu.tw/zh-hant/su/9651/#13256,傷疾病痛
9652,準拄好,,13257,動,,,扯平。互不相欠，有「算了」的意思。,,,14387#19435|14387#19436|18393,,,,tsún-tú-hó,chún-tú-hó,https://sutian.moe.edu.tw/zh-hant/su/9652/#13257,
9653,溫柔,,13258,形,,,溫和柔順。,,,9670#13277|22768,8042#11160,,,un-jiû/un-liû,un-jiû/un-liû,https://sutian.moe.edu.tw/zh-hant/su/9653/#13258,個性風格
9654,溫泉,,13259,名,,,由地下湧出，較一般水溫還高的天然泉水。,,,12236#16677,,,,un-tsuânn,un-chôaⁿ,https://sutian.moe.edu.tw/zh-hant/su/9654/#13259,地理|自然現象
9655,溪哥仔,,13260,名,,,溪哥、粗首。魚名。屬鯉科，體型約十五公分長，成雄魚身上有約十條的淺藍色條紋。分佈於臺灣各溪流中下游及湖泊，是臺灣特有的溪魚。,,V318,18109,,,,khe-ko-á/khue-ko-á,khe-ko-á/khoe-ko-á,https://sutian.moe.edu.tw/zh-hant/su/9655/#13260,魚蝦海獸
9656,溪埔,,13261,名,,,溪灘、河灘。河川兩旁的沙石地或草生地。,,,,,,,khe-poo/khue-poo,khe-po͘/khoe-po͘,https://sutian.moe.edu.tw/zh-hant/su/9656/#13261,地理|自然現象
9657,準時,,13262,形,,,按照規定的時間。,,,,28274#22499,,,tsún-sî,chún-sî,https://sutian.moe.edu.tw/zh-hant/su/9657/#13262,相關用語|個性風格|道德評價|交際應酬
9658,準做,,13263,動,,,當成、當做。,,,,,,,tsún-tsò/tsún-tsuè,chún-chò/chún-chòe,https://sutian.moe.edu.tw/zh-hant/su/9658/#13263,
9658,準做,,13264,連,,,即使、就算是。連接假設關係。,,,,,,,tsún-tsò/tsún-tsuè,chún-chò/chún-chòe,https://sutian.moe.edu.tw/zh-hant/su/9658/#13264,
9659,歇晝,,13265,動,,,午休的時間，用來吃飯或午睡。,,,,,,,hioh-tàu,hioh-tàu,https://sutian.moe.edu.tw/zh-hant/su/9659/#13265,一般動詞-行為動詞
9660,溫習,,13266,動,,,複習學過的功課。,,,8332#11513,,,,un-si̍p,un-si̍p,https://sutian.moe.edu.tw/zh-hant/su/9660/#13266,教育、學術
9661,準備,,13267,動,,,事先安排籌劃將要進行的事務。,,,14307#19331|28263#22490,,,,tsún-pī,chún-pī,https://sutian.moe.edu.tw/zh-hant/su/9661/#13267,一般動詞-行為動詞
9662,歇喘,,13268,動,,,喘息、喘口氣。短暫的休息。,,,8211#11368|9664#13270,,,,hioh-tshuán,hioh-chhoán,https://sutian.moe.edu.tw/zh-hant/su/9662/#13268,一般動詞-行為動詞
9663,歇寒,,13269,動,,,放寒假。,,,9649#13254,8502#11736|9675#13282,,,hioh-kuânn,hioh-kôaⁿ,https://sutian.moe.edu.tw/zh-hant/su/9663/#13269,教育、學術
9664,歇睏,,13270,動,,,休息、歇息。,,V783,2071#2865|6984#9699|9633#13230|9662#13268,,,,hioh-khùn,hioh-khùn,https://sutian.moe.edu.tw/zh-hant/su/9664/#13270,
9664,歇睏,,13271,動,,,放假。,,,27271#21895,,,,hioh-khùn,hioh-khùn,https://sutian.moe.edu.tw/zh-hant/su/9664/#13271,
9665,歇暗,,13272,動,,,歇宿。夜間住宿休息。,,,,,,,hioh-àm,hioh-àm,https://sutian.moe.edu.tw/zh-hant/su/9665/#13272,一般動詞-行為動詞
9666,溫暖,,13273,形,,,暖和。,,,,27553#22093,,,un-luán,un-loán,https://sutian.moe.edu.tw/zh-hant/su/9666/#13273,氣候溫度
