編號,詞語,標籤,TL,POJ,TL/N.,POJ/N.,音檔,分類,類型
725,不敢當,,put-kám-tong,put-kám-tong,put4-kam2-tong1,put4-kam2-tong1,725(1).mp3,語言、文字、符號,主詞目
726,分發,,hun-huat,hun-hoat,hun1-huat4,hun1-hoat4,726(1).mp3,相關用語|教育、學術|一般動詞-行為動詞,主詞目
727,中等,,tiong-tíng,tiong-téng,tiong1-teng2,tiong1-teng2,727(1).mp3,性質、程度,主詞目
728,勾結,,kau-kiat,kau-kiat,kau1-kiat4,kau1-kiat4,728(1).mp3,交際應酬,主詞目
729,不答不七,,put-tap-put-tshit,put-tap-put-chhit,put4-tap4-put4-chhit4,put4-tap4-put4-chhit4,729(1).mp3,道德評價,主詞目
730,五筋膎,,gōo-kin-kê/gōo-kun-kuê,gō͘-kin-kê/gō͘-kun-kôe,goo7-kin1-ke5/goo7-kun1-kue5,gou7-kin1-ke5/gou7-kun1-koe5,730(1).mp3,肢體動作,主詞目
731,公費,,kong-huì,kong-hùi,kong1-hui3,kong1-hui3,731(1).mp3,相關用語|教育、學術|錢財資產,主詞目
732,中間,,tiong-kan,tiong-kan,tiong1-kan1,tiong1-kan1,732(1).mp3,性質、程度,主詞目
733,公開,,kong-khai,kong-khai,kong1-khai1,kong1-khai1,733(1).mp3,副詞,主詞目
734,公開,,kong-khui,kong-khui,kong1-khui1,kong1-khui1,734(1).mp3,財務單位、活動,主詞目
735,分開,,hun-khui,hun-khui,hun1-khui1,hun1-khui1,735(1).mp3,一般動詞-行為動詞,主詞目
736,中傷,,tiòng-siong,tiòng-siong,tiong3-siong1,tiong3-siong1,736(1).mp3,待人處事|一般動詞-靜態動詞,主詞目
737,內傷,,lāi-siong,lāi-siong,lai7-siong1,lai7-siong1,737(1).mp3,傷疾病痛|心理狀態,主詞目
738,公債,,kong-tsè,kong-chè,kong1-tse3,kong1-che3,738(1).mp3,錢財資產,主詞目
739,公園,,kong-hn̂g,kong-hn̂g,kong1-hng5,kong1-hng5,739(1).mp3,居住環境,主詞目
740,內媽,,lāi-má,lāi-má,lai7-ma2,lai7-ma2,740(1).mp3,宗族、家庭|稱謂輩分,主詞目
741,公媽,,kong-má,kong-má,kong1-ma2,kong1-ma2,741(1).mp3,宗族、家庭|相關器具、活動,主詞目
742,中意,,tìng-ì,tèng-ì,teng3-i3,teng3-i3,742(1).mp3,待人處事,主詞目
743,仁愛,,jîn-ài/lîn-ài,jîn-ài/lîn-ài,jin5-ai3/lin5-ai3,jin5-ai3/lin5-ai3,743(1).mp3,道德評價,主詞目
744,仁慈,,jîn-tsû/lîn-tsû,jîn-chû/lîn-chû,jin5-tsu5/lin5-tsu5,jin5-tsu5/lin5-tsu5,744(1).mp3,道德評價,主詞目
745,凶煞,,hiong-suah,hiong-soah,hiong1-suah4,hiong1-soah4,745(1).mp3,生養老死|相關器具、活動,主詞目
746,不義,,put-gī,put-gī,put4-gi7,put4-gi7,746(1).mp3,道德評價,主詞目
747,仁義,,jîn-gī/lîn-gī,jîn-gī/lîn-gī,jin5-gi7/lin5-gi7,jin5-gi7/lin5-gi7,747(1).mp3,道德評價,主詞目
748,內裡,,lāi-lí,lāi-lí,lai7-li2,lai7-li2,748(1).mp3,衣帽鞋襪,主詞目
749,勼跤,,kiu-kha,kiu-kha,kiu1-kha1,kiu1-kha1,749(1).mp3,一般動詞-行為動詞,主詞目
750,五路,,ngóo-lōo,ngó͘-lō͘,ngoo2-loo7,ngou2-lou7,750(1).mp3,空間方位,主詞目
751,公路,,kong-lōo,kong-lō͘,kong1-loo7,kong1-lou7,751(1).mp3,道路、橋梁,主詞目
752,公道,,kong-tō,kong-tō,kong1-to7,kong1-to7,752(1).mp3,氣質態度|心理狀態|待人處事|財務單位、活動|法律,主詞目
753,不滿,,put-buán,put-boán,put4-boan2,put4-boan2,753(1).mp3,心理狀態,主詞目
754,五福,,ngóo-hok,ngó͘-hok,ngoo2-hok4,ngou2-hok4,754(1).mp3,婚喪喜慶,主詞目
755,不管時,,put-kuán-sî,put-koán-sî,put4-koan2-si5,put4-koan2-si5,755(1).mp3,時間節令,主詞目
756,內閣,,luē-koh,lōe-koh,lue7-koh4,loe7-koh4,756(1).mp3,政治,主詞目
757,冇數,,phànn-siàu,phàⁿ-siàu,phann3-siau3,phaⁿ3-siau3,757(1).mp3,錢財資產|事、物泛稱,主詞目
758,分數,,hun-sòo,hun-sò͘,hun1-soo3,hun1-sou3,758(1).mp3,教育、學術,主詞目
759,五穀,,ngóo-kok,ngó͘-kok,ngoo2-kok4,ngou2-kok4,759(1).mp3,食物、飲料、煙酒,主詞目
760,中學,,tiong-ha̍k,tiong-ha̍k,tiong1-hak8,tiong1-hak8,760(1).mp3,教育、學術,主詞目
761,公學校,,kong-ha̍k-hāu,kong-ha̍k-hāu,kong1-hak8-hau7,kong1-hak8-hau7,761(1).mp3,教育、學術,主詞目
762,公親,,kong-tshin,kong-chhin,kong1-tshin1,kong1-chhin1,762(1).mp3,泛稱,主詞目
763,分錢,,pun-tsînn,pun-chîⁿ,pun1-chinn5,pun1-chiⁿ5,763(1).mp3,財務單位、活動,主詞目
764,公館,,kong-kuán,kong-koán,kong1-kuan2,kong1-koan2,764(1).mp3,空間方位|國家、社會、民眾|建築物、結構,主詞目
765,冇蟳,,phànn-tsîm,phàⁿ-chîm,phann3-chim5,phaⁿ3-chim5,765(1).mp3,魚蝦海獸|食物、飲料、煙酒,主詞目
766,中醫,,tiong-i,tiong-i,tiong1-i1,tiong1-i1,766(1).mp3,服務業及其他|醫療保健,主詞目
767,分類,,hun-luī,hun-lūi,hun1-lui7,hun1-lui7,767(1).mp3,一般動詞-行為動詞,主詞目
768,分鐘,,hun-tsing,hun-cheng,hun1-tsing1,hun1-cheng1,768(1).mp3,時間節令|數詞、量詞,主詞目
769,分攤,,hun-thuann,hun-thoaⁿ,hun1-thuann1,hun1-thoann1,769(1).mp3,財務單位、活動,主詞目
770,五臟,,ngóo-tsōng,ngó͘-chōng,ngoo2-tsong7,ngou2-tsong7,770(1).mp3,生理構造,主詞目
771,化,替,hua,hoa,hua1,hoa1,771(1).mp3,傷疾病痛|一般動詞-靜態動詞,主詞目
772,化,,huà,hòa,hua3,hoa3,772(1).mp3,一般動詞-靜態動詞,主詞目
773,匹,,phit,phit,phit4,phit4,773(1).mp3,數詞、量詞,主詞目
774,升,白,tsin,chin,chin1,chin1,774(1).mp3,飲食物具|數詞、量詞,主詞目
775,升,文,sing,seng,seng1,seng1,775(1).mp3,一般動詞-靜態動詞|一般動詞-活動動詞,主詞目
776,午,白,gōo,gō͘,goo7,gou7,776(1).mp3,時間節令,主詞目
777,午,文,ngóo,ngó͘,ngoo2,ngou2,777(1).mp3,時間節令,主詞目
778,厄,,eh,eh,eh4,eh4,778(1).mp3,生活狀況|災禍,主詞目
779,友,,iú,iú,iu2,iu2,779(1).mp3,交際應酬|待人處事,主詞目
780,反,文,huán,hoán,huan2,hoan2,780(1).mp3,肢體動作|一般動詞-行為動詞|一般動詞-靜態動詞,主詞目
781,反,白,píng,péng,peng2,peng2,781(1).mp3,肢體動作|境況、狀態-擬事|一般動詞-行為動詞,主詞目
782,壬,,jîm/lîm,jîm/lîm,jim5/lim5,jim5/lim5,782(1).mp3,時間節令,主詞目
783,天,文,thian,thian,thian1,thian1,783(1).mp3,天文|神明、鬼怪、教派,主詞目
784,天,白,thinn,thiⁿ,thinn1,thiⁿ1,784(1).mp3,天文|氣候溫度|神明、鬼怪、教派,主詞目
785,太,,thài,thài,thai3,thai3,785(1).mp3,副詞,主詞目
786,夫,,hu,hu,hu1,hu1,786(1).mp3,宗族、家庭|性別、婚姻|稱謂輩分|相關用語,主詞目
787,少,白,tsió,chió,chio2,chio2,787(1).mp3,性質、程度,主詞目
788,尺,替,tshe,chhe,chhe1,chhe1,788(1).mp3,戲劇、音樂,主詞目
789,尺,白,tshioh,chhioh,chhioh4,chhioh4,789(1).mp3,生活用品|數詞、量詞,主詞目
790,廿,,jia̍p/lia̍p,jia̍p/lia̍p,jiap8/liap8,jiap8/liap8,790(1).mp3,數詞、量詞,主詞目
791,引,,ín,ín,in2,in2,791(1).mp3,一般動詞-行為動詞,主詞目
792,心,,sim,sim,sim1,sim1,792(1).mp3,空間方位|生理構造,主詞目
793,戶,,hōo,hō͘,hoo7,hou7,793(1).mp3,性別、婚姻|建築物、結構|數詞、量詞,主詞目
794,手,白,tshiú,chhiú,chhiu2,chhiu2,794(1).mp3,生理構造|相關用語|事、物泛稱,主詞目
795,支,白,ki,ki,ki1,ki1,795(1).mp3,數詞、量詞,主詞目
796,文,,bûn,bûn,bun5,bun5,796(1).mp3,宗族、家庭|氣質態度|語言、文字、符號,主詞目
797,斗,白,táu,táu,tau2,tau2,797(1).mp3,生理構造|事、物泛稱|數詞、量詞,主詞目
798,斤,,kin/kun,kin/kun,kin1/kun1,kin1/kun1,798(1).mp3,數詞、量詞,主詞目
799,方,白,hng,hng,hng1,hng1,799(1).mp3,空間方位|醫療保健,主詞目
800,方,文,hong,hong,hong1,hong1,800(1).mp3,空間方位,主詞目
801,日,,ji̍t/li̍t,ji̍t/li̍t,jit8/lit8,jit8/lit8,801(1).mp3,天文|地理,主詞目
802,月,文,gua̍t,goa̍t,guat8,goat8,802(1).mp3,天文,主詞目
803,月,白,gue̍h/ge̍h,goe̍h/ge̍h,gueh8/geh8,goeh8/geh8,803(1).mp3,天文|數詞、量詞,主詞目
804,木,白,ba̍k,ba̍k,bak8,bak8,804(1).mp3,花草樹木,主詞目
805,木,文,bo̍k,bo̍k,bok8,bok8,805(1).mp3,資源礦物|花草樹木|生養老死|婚喪喜慶,主詞目
806,欠,,khiàm,khiàm,khiam3,khiam3,806(1).mp3,財務單位、活動|一般動詞-行為動詞,主詞目
807,止,,tsí,chí,chi2,chi2,807(1).mp3,一般動詞-靜態動詞|副詞,主詞目
808,歹,替,pháinn,pháiⁿ,phainn2,phaiⁿ2,808(1).mp3,待人處事|境況、狀態-擬事|副詞,主詞目
809,毋,替,m̄,m̄,m7,m7,809(1).mp3,助詞、嘆詞|副詞,主詞目
810,比,,pí,pí,pi2,pi2,810(1).mp3,肢體動作|一般動詞-行為動詞,主詞目
811,毛,白,mn̂g,mn̂g,mng5,mng5,811(1).mp3,形貌、體積|事、物泛稱,主詞目
812,毛,文,môo,mô͘,moo5,mou5,812(1).mp3,動物形體、行為|植物形體、狀態|宗族、家庭|事、物泛稱,主詞目
813,氏,,sī,sī,si7,si7,813(1).mp3,宗族、家庭|稱謂輩分,主詞目
814,水,白,tsuí,chúi,chui2,chui2,814(1).mp3,地理|自然現象|資源礦物|數詞、量詞,主詞目
815,水,文,suí,súi,sui2,sui2,815(1).mp3,地理,主詞目
816,歹𤆬頭,,pháinn-tshuā-thâu,pháiⁿ-chhōa-thâu,phainn2-chhoa7-thau5,phaiⁿ2-chhoa7-thau5,816(1).mp3,個性風格,主詞目
817,手䘼,,tshiú-ńg,chhiú-ńg,chhiu2-ng2,chhiu2-ng2,817(1).mp3,衣帽鞋襪,主詞目
818,廿一,,jia̍p-it/lia̍p-it,jia̍p-it/lia̍p-it,jiap8-it4/liap8-it4,jiap8-it4/liap8-it4,818(1).mp3,數詞、量詞,主詞目
819,夫人,,hu-jîn/hu-lîn,hu-jîn/hu-lîn,hu1-jin5/hu1-lin5,hu1-jin5/hu1-lin5,819(1).mp3,宗族、家庭|性別、婚姻|稱謂輩分,主詞目
820,歹人,,pháinn-lâng,pháiⁿ-lâng,phainn2-lang5,phaiⁿ2-lang5,820(1).mp3,道德評價,主詞目
821,天九牌,,thian-kiú-pâi,thian-kiú-pâi,thian1-kiu2-pai5,thian1-kiu2-pai5,821(1).mp3,休閒、娛樂,主詞目
822,天下,,thian-hā,thian-hā,thian1-ha7,thian1-ha7,822(1).mp3,空間方位,主詞目
823,天才,,thian-tsâi,thian-châi,thian1-chai5,thian1-chai5,823(1).mp3,才智能力,主詞目
824,少女,,siàu-lí/siàu-lú,siàu-lí/siàu-lú,siau3-li2/siau3-lu2,siau3-li2/siau3-lu2,824(1).mp3,泛稱,主詞目
825,戶口,,hōo-kháu,hō͘-kháu,hoo7-khau2,hou7-khau2,825(1).mp3,地位、身世、背景|數詞、量詞,主詞目
826,手下,,tshiú-hā,chhiú-hā,chhiu2-ha7,chhiu2-ha7,826(1).mp3,時間節令|地位、身世、背景,主詞目
827,手工,,tshiú-kang,chhiú-kang,chhiu2-kang1,chhiu2-kang1,827(1).mp3,才智能力|性質、程度,主詞目
828,日子,,ji̍t-tsí/li̍t-tsí,ji̍t-chí/li̍t-chí,jit8-tsi2/lit8-tsi2,jit8-chi2/lit8-chi2,828(1).mp3,時間節令,主詞目
829,木工,,ba̍k-kang,ba̍k-kang,bak8-kang1,bak8-kang1,829(1).mp3,科技、工業,主詞目
830,毋才,,m̄-tsiah,m̄-chiah,m7-tsiah4,m7-chiah4,830(1).mp3,連詞、介詞,主詞目
831,水土,,tsuí-thóo,chúi-thó͘,chui2-thoo2,chui2-tho͘2,831(1).mp3,自然現象,主詞目
832,孔子公,,Khóng-tsú-kong,Khóng-chú-kong,Khong2-tsu2-kong1,Khong2-tsu2-kong1,832(1).mp3,稱謂輩分,主詞目
833,手巾仔,,tshiú-kin-á/tshiú-kun-á,chhiú-kin-á/chhiú-kun-á,chhiu2-kin1-a2/chhiu2-kun1-a2,chhiu2-kin1-a2/chhiu2-kun1-a2,833(1).mp3,生活用品,主詞目
834,戶口名,,hōo-kháu-miâ,hō͘-kháu-miâ,hoo7-khau2-mia5,hou7-khau2-mia5,834(1).mp3,稱謂輩分,主詞目
835,月下老人,,gua̍t-hā-nóo-jîn/gua̍t-hā-nóo-lîn,goa̍t-hā-nó͘-jîn/goa̍t-hā-nó͘-lîn,guat8-ha7-noo2-jin5/guat8-ha7-noo2-lin5,goat8-ha7-nou2-jin5/goat8-ha7-nou2-lin5,835(1).mp3,神明、鬼怪、教派,主詞目
836,戶口抄本,,hōo-kháu-tshau-pún,hō͘-kháu-chhau-pún,hoo7-khau2-tshau1-pun2,hou7-khau2-chhau1-pun2,836(1).mp3,政治,主詞目
837,天井,,thinn-tsénn/thinn-tsínn,thiⁿ-chéⁿ/thiⁿ-chíⁿ,thinn1-chenn2/thinn1-chinn2,thiⁿ1-cheⁿ2/thiⁿ1-chiⁿ2,837(1).mp3,建築物、結構,主詞目
838,天公,,Thinn-kong,Thiⁿ-kong,Thinn1-kong1,Thiⁿ1-kong1,838(1).mp3,神明、鬼怪、教派,主詞目
839,月中,,gue̍h-tiong/ge̍h-tiong,goe̍h-tiong/ge̍h-tiong,gueh8-tiong1/geh8-tiong1,goeh8-tiong1/geh8-tiong1,839(1).mp3,時間節令,主詞目
840,月內,,gue̍h-lāi/ge̍h-lāi,goe̍h-lāi/ge̍h-lāi,gueh8-lai7/geh8-lai7,goeh8-lai7/geh8-lai7,840(1).mp3,生養老死|醫療保健,主詞目
841,水井,,tsuí-tsénn/tsuí-tsínn,chúi-chéⁿ/chúi-chíⁿ,chui2-chenn2/chui2-chinn2,chui2-cheⁿ2/chui2-chiⁿ2,841(1).mp3,生活用品,主詞目
842,天公生,,Thinn-kong-senn/Thinn-kong-sinn,Thiⁿ-kong-seⁿ/Thiⁿ-kong-siⁿ,Thinn1-kong1-senn1/Thinn1-kong1-sinn1,Thiⁿ1-kong1-seⁿ1/Thiⁿ1-kong1-siⁿ1,842(1).mp3,時間節令|神明、鬼怪、教派,主詞目
843,月內房,,gue̍h-lāi-pâng/ge̍h-lāi-pâng,goe̍h-lāi-pâng/ge̍h-lāi-pâng,gueh8-lai7-pang5/geh8-lai7-pang5,goeh8-lai7-pang5/geh8-lai7-pang5,843(1).mp3,生養老死|建築物、結構,主詞目
844,天公金,,Thinn-kong-kim,Thiⁿ-kong-kim,Thinn1-kong1-kim1,Thiⁿ1-kong1-kim1,844(1).mp3,相關器具、活動,主詞目
845,月內風,,gue̍h-lāi-hong/ge̍h-lāi-hong,goe̍h-lāi-hong/ge̍h-lāi-hong,gueh8-lai7-hong1/geh8-lai7-hong1,goeh8-lai7-hong1/geh8-lai7-hong1,845(1).mp3,傷疾病痛,主詞目
846,天公祖,,Thinn-kong-tsóo,Thiⁿ-kong-chó͘,Thinn1-kong1-choo2,Thiⁿ1-kong1-cho͘2,846(1).mp3,神明、鬼怪、教派,主詞目
847,反天,,huán-thinn,hoán-thiⁿ,huan2-thinn1,hoan2-thinn1,847(1).mp3,氣候溫度,主詞目
848,天文,,thian-bûn,thian-bûn,thian1-bun5,thian1-bun5,848(1).mp3,天文,主詞目
849,太太,,thài-thài,thài-thài,thai3-thai3,thai3-thai3,849(1).mp3,宗族、家庭|性別、婚姻|稱謂輩分,主詞目
850,文化,,bûn-huà,bûn-hòa,bun5-hua3,bun5-hoa3,850(1).mp3,人種、民族|教育、學術|事、物泛稱,主詞目
851,月日,,gue̍h-ji̍t/ge̍h-li̍t,goe̍h-ji̍t/ge̍h-li̍t,gueh8-jit8/geh8-lit8,goeh8-jit8/geh8-lit8,851(1).mp3,時間節令|數詞、量詞,主詞目
852,歹天,,pháinn-thinn,pháiⁿ-thiⁿ,phainn2-thinn1,phaiⁿ2-thiⁿ1,852(1).mp3,氣候溫度,主詞目
853,歹心,,pháinn-sim,pháiⁿ-sim,phainn2-sim1,phaiⁿ2-sim1,853(1).mp3,道德評價,主詞目
854,歹手爪,,pháinn-tshiú-jiáu/pháinn-tshiú-niáu,pháiⁿ-chhiú-jiáu/pháiⁿ-chhiú-niáu,phainn2-chhiu2-jiau2/phainn2-chhiu2-niau2,phaiⁿ2-chhiu2-jiau2/phaiⁿ2-chhiu2-niau2,854(1).mp3,道德評價|傷疾病痛,主詞目
855,文文仔笑,,bûn-bûn-á-tshiò,bûn-bûn-á-chhiò,bun5-bun5-a2-tshio3,bun5-bun5-a2-chhio3,855(1).mp3,反應、表情,主詞目
856,天反地亂,,thinn-huán-tē-luān/thinn-huán-tuē-luān,thiⁿ-hoán-tē-loān/thiⁿ-hoán-tōe-loān,thinn1-hoan2-te7-loan7/thinn1-hoan2-toe7-loan7,thiⁿ1-hoan2-te7-loan7/thiⁿ1-hoan2-toe7-loan7,856(1).mp3,生活狀況,主詞目
857,木心枋,,bo̍k-sim-pang,bo̍k-sim-pang,bok8-sim1-pang1,bok8-sim1-pang1,857(1).mp3,建築物、結構,主詞目
858,日月蚶,,ji̍t-gua̍t-ham/li̍t-gua̍t-ham,ji̍t-goa̍t-ham/li̍t-goa̍t-ham,jit8-guat8-ham1/lit8-guat8-ham1,jit8-goat8-ham1/lit8-goat8-ham1,858(1).mp3,魚蝦海獸,主詞目
859,日月蟶,,ji̍t-gua̍t-than/li̍t-gua̍t-than,ji̍t-goa̍t-than/li̍t-goa̍t-than,jit8-guat8-than1/lit8-guat8-than1,jit8-goat8-than1/lit8-goat8-than1,859(1).mp3,魚蝦海獸,主詞目
860,反爿,,píng-pîng,péng-pêng,peng2-peng5,peng2-peng5,860(1).mp3,肢體動作,主詞目
861,心火,,sim-hué/sim-hé,sim-hóe/sim-hé,sim1-hoe2/sim1-he2,sim1-hoe2/sim1-he2,861(1).mp3,心理狀態,主詞目
862,手爪,,tshiú-jiáu/tshiú-niáu,chhiú-jiáu/chhiú-niáu,chhiu2-jiau2/chhiu2-niau2,chhiu2-jiau2/chhiu2-niau2,862(1).mp3,生理構造|生活狀況,主詞目
863,水牛,,tsuí-gû,chúi-gû,chui2-gu5,chui2-gu5,863(1).mp3,獸類,主詞目
864,斗仔,,táu-á,táu-á,tau2-a2,tau2-a2,864(1).mp3,生活用品|飲食物具,主詞目
865,歹代,,pháinn-tāi,pháiⁿ-tāi,phainn2-tai7,phaiⁿ2-tai7,865(1).mp3,事、物泛稱,主詞目
866,水仙,,tsuí-sian,chúi-sian,chui2-sian1,chui2-sian1,866(1).mp3,花草樹木,主詞目
867,支出,,tsi-tshut,chi-chhut,chi1-chhut4,chi1-chhut4,867(1).mp3,財務單位、活動,主詞目
868,月半,,gue̍h-puànn/ge̍h-puànn,goe̍h-pòaⁿ/ge̍h-pòaⁿ,gueh8-puann3/geh8-puann3,goeh8-poann3/geh8-poann3,868(1).mp3,時間節令,主詞目
869,月外日,,gue̍h-guā-ji̍t/ge̍h-guā-li̍t,goe̍h-gōa-ji̍t/ge̍h-gōa-li̍t,gueh8-gua7-jit8/geh8-gua7-lit8,goeh8-goa7-jit8/geh8-goa7-lit8,869(1).mp3,時間節令,主詞目
870,反正,,huán-tsìng,hoán-chèng,huan2-tsing3,hoan2-cheng3,870(1).mp3,副詞,主詞目
871,太平,,thài-pîng,thài-pêng,thai3-peng5,thai3-peng5,871(1).mp3,生活狀況|交際應酬,主詞目
872,文市,,bûn-tshī,bûn-chhī,bun5-tshi7,bun5-chhi7,872(1).mp3,商業|居住環境,主詞目
873,文旦,,bûn-tàn,bûn-tàn,bun5-tan3,bun5-tan3,873(1).mp3,蔬果作物|食物、飲料、煙酒,主詞目
874,水母,,tsuí-bó,chúi-bó,chui2-bo2,chui2-bo2,874(1).mp3,魚蝦海獸|食物、飲料、煙酒,主詞目
